id,cliente_id,produto_id,quantidade,data_venda,valor_total
51,724,390,3,2025-08-07 03:17:36.743532,158.55
52,276,356,4,2025-06-22 06:53:01.681854,287.84
53,577,368,5,2025-07-12 02:17:36.753339,1564.7
54,418,354,9,2025-04-16 01:52:17.683296,1390.14
55,360,448,7,2025-06-16 11:52:29.774426,2414.16
56,730,173,9,2025-01-25 09:21:52.516991,946.8
57,420,435,2,2025-02-27 05:01:47.013259,86.04
58,656,313,5,2024-11-27 13:40:23.764027,568.45
59,743,290,2,2024-11-13 12:33:04.760914,463.1
60,788,292,1,2024-11-22 12:13:15.949267,196.73
61,138,354,1,2025-05-20 04:54:36.998108,154.46
62,921,322,5,2025-08-21 17:38:32.009794,2338.3
63,501,464,1,2025-08-26 10:48:05.916273,480.44
64,794,191,8,2025-08-15 16:41:14.192493,3294.24
65,305,90,1,2025-03-03 10:27:46.667967,163.88
66,541,71,6,2025-04-23 08:26:35.469187,2132.1
67,551,306,1,2025-01-10 02:10:18.849277,283.01
68,500,70,8,2025-07-19 09:24:35.210079,1569.36
69,632,41,1,2025-10-05 08:51:35.465742,289.18
70,528,276,7,2024-12-11 00:03:46.170365,3080.0
71,494,39,4,2025-09-02 22:37:52.207157,1691.32
72,404,90,4,2025-04-25 11:59:11.458955,655.52
73,493,82,5,2025-07-29 09:51:32.321732,1809.55
74,397,271,5,2025-10-15 16:45:38.580425,1416.9
75,197,307,4,2025-08-06 06:11:00.377683,543.36
76,594,435,3,2025-02-17 06:10:30.130314,129.06
77,914,42,5,2025-04-14 11:00:23.950059,1640.75
78,565,468,1,2025-01-06 11:35:36.141580,182.73
79,625,114,5,2025-06-26 20:25:14.922891,699.9
80,653,118,2,2025-10-21 14:38:13.289770,329.52
81,363,28,3,2024-12-30 01:46:40.421535,179.31
82,530,223,8,2025-09-19 11:52:39.290709,2320.8
83,876,21,3,2024-12-11 21:51:33.971784,550.29
84,302,34,4,2025-03-07 09:35:32.015072,85.44
85,112,145,7,2024-12-19 05:04:31.604711,84.98
86,409,218,1,2025-07-02 00:55:53.978295,263.78
87,996,190,2,2025-10-06 20:55:22.303324,982.58
88,823,269,4,2024-12-14 12:36:44.429344,483.56
89,55,12,7,2024-12-15 20:19:03.758570,2373.49
90,108,376,1,2025-08-04 20:29:51.600014,256.22
91,905,4,6,2025-08-02 11:35:17.854927,1762.38
92,530,65,3,2025-05-18 17:25:42.644873,1231.8
93,198,362,8,2025-07-19 01:36:16.636321,423.52
94,975,279,7,2025-03-09 07:10:59.823057,1571.15
95,362,13,4,2025-05-12 23:09:10.545671,273.2
96,404,108,3,2024-12-15 05:36:42.075424,97.26
97,635,186,4,2025-04-14 14:15:08.850349,1660.08
98,853,393,4,2025-10-25 08:12:28.856741,255.84
99,152,267,9,2025-04-22 16:42:58.934502,1959.93
100,223,91,1,2025-09-03 13:51:14.599306,196.87
101,35,270,7,2025-06-07 20:12:31.059278,2049.39
102,301,323,1,2025-07-20 06:37:02.039373,150.17
103,264,336,5,2025-05-29 22:56:39.006673,1764.5
104,930,473,5,2025-07-27 09:20:57.449665,2319.65
105,578,18,9,2025-04-14 13:21:53.129115,2982.42
106,57,420,1,2024-11-27 04:31:01.781615,56.28
107,607,89,2,2025-03-14 19:46:58.308409,355.24
108,731,256,4,2025-02-04 03:10:20.259105,194.68
109,144,347,1,2025-07-30 22:37:05.827789,117.75
110,438,42,8,2025-05-08 13:54:03.694900,2625.2
111,897,189,8,2025-09-13 08:04:13.781786,1330.56
112,127,182,3,2025-01-06 21:57:19.642243,297.93
113,141,374,3,2025-05-29 18:05:24.626881,1193.28
114,677,407,5,2025-03-26 20:03:46.393335,1681.7
115,756,354,3,2025-06-08 04:38:54.135485,463.38
116,257,44,4,2025-03-11 03:53:48.689907,550.84
117,119,366,9,2025-06-07 14:06:32.241956,1714.23
118,816,187,6,2025-04-13 18:00:20.754511,2442.84
119,767,91,3,2025-04-30 20:08:26.997104,590.61
120,760,358,1,2025-09-26 12:33:26.537738,130.66
121,445,374,4,2025-05-13 01:44:40.250407,1591.04
122,221,437,8,2025-10-24 14:49:07.988516,674.64
123,961,111,2,2025-01-10 02:51:43.367731,758.36
124,948,59,8,2025-04-02 11:07:50.704316,2710.16
125,528,83,3,2025-03-31 07:45:44.867852,159.15
126,888,163,6,2025-07-27 05:35:37.405101,527.4
127,631,315,5,2024-12-12 13:36:23.428082,115.05
128,534,187,3,2025-06-25 18:05:56.942803,1221.42
129,975,32,9,2025-02-14 22:04:07.280405,801.36
130,650,277,9,2024-11-17 13:51:25.060611,3767.31
131,372,203,5,2025-08-10 02:20:10.990258,1019.05
132,977,93,2,2025-08-06 06:42:08.489663,463.42
133,377,426,1,2025-08-22 23:47:59.818772,110.17
134,374,242,7,2025-04-23 21:21:23.063427,1124.69
135,453,406,9,2025-09-02 23:32:26.342721,3755.07
136,54,357,6,2025-04-05 07:08:28.210101,505.2
137,711,451,9,2025-05-29 23:55:36.820345,3035.52
138,146,409,6,2024-11-16 01:02:22.515971,209.52
139,813,222,9,2025-06-19 16:02:26.675804,534.96
140,489,324,9,2025-02-23 17:22:58.642728,2905.29
141,102,254,9,2025-03-18 10:55:21.300567,744.93
142,663,448,1,2025-03-13 08:06:55.691312,344.88
143,994,169,1,2025-05-29 00:26:49.881283,425.61
144,431,338,7,2025-05-07 15:58:54.487189,658.56
145,202,158,8,2025-07-14 09:38:29.824784,3472.88
146,678,41,9,2025-06-02 14:31:16.030712,2602.62
147,587,336,7,2025-06-13 23:29:17.850246,2470.3
148,247,65,9,2025-06-20 00:52:22.545846,3695.4
149,523,32,6,2025-03-23 11:41:20.381093,534.24
150,150,85,2,2025-06-20 20:59:34.878685,992.5
151,255,158,4,2025-02-02 01:15:37.904287,1736.44
152,40,474,1,2025-10-25 10:43:45.079685,376.82
153,787,360,9,2024-12-14 13:38:46.228040,319.41
154,826,297,9,2025-03-21 14:58:44.266656,243.36
155,671,401,6,2025-02-09 08:42:42.172915,1332.06
156,725,308,1,2025-09-22 03:31:41.951755,123.46
157,566,225,2,2025-08-28 03:00:27.461861,446.58
158,159,204,2,2025-06-24 21:23:13.622882,440.74
159,572,72,2,2025-05-08 15:36:40.711541,365.7
160,225,422,7,2025-05-26 06:06:29.148333,2373.28
161,892,283,7,2025-07-08 10:41:34.432579,3476.48
162,140,222,5,2025-02-03 22:21:51.386553,297.2
163,738,83,7,2025-10-17 11:47:09.799873,371.35
164,757,331,7,2025-05-14 12:36:40.043299,1769.88
165,169,442,9,2025-08-07 16:44:26.882657,1237.59
166,546,488,1,2025-10-27 06:52:03.514961,304.33
167,323,270,4,2025-01-23 02:56:26.372895,1171.08
168,252,312,4,2025-04-23 12:45:03.210263,1718.04
169,80,179,6,2025-04-15 22:38:05.031183,536.94
170,609,440,9,2025-09-06 14:27:08.017033,1525.77
171,133,288,3,2025-01-02 12:32:10.096654,685.98
172,443,418,4,2025-10-11 00:12:15.096197,989.68
173,927,214,9,2025-07-19 02:46:06.182055,3530.7
174,713,209,4,2025-01-06 02:23:08.189098,1959.2
175,403,161,6,2025-07-31 01:01:18.102096,1771.2
176,586,358,8,2025-07-10 02:37:24.908433,1045.28
177,912,476,1,2025-01-13 11:01:30.304875,368.82
178,933,221,1,2025-07-30 08:21:15.355246,13.52
179,923,490,2,2025-04-18 05:52:04.860167,267.7
180,978,293,1,2025-10-08 18:58:20.784968,361.28
181,926,288,3,2024-12-15 05:13:22.386968,685.98
182,465,336,7,2025-08-23 04:32:49.182582,2470.3
183,361,184,9,2025-07-25 09:22:06.007167,1804.23
184,322,328,9,2025-07-23 02:36:38.640067,1149.75
185,522,357,3,2025-01-09 05:47:22.712638,252.6
186,185,242,8,2025-03-15 22:21:33.609447,1285.36
187,448,400,5,2025-08-25 03:24:38.433155,429.15
188,888,104,3,2025-01-19 10:57:33.904855,325.05
189,644,9,5,2025-02-08 23:36:23.436732,875.5
190,781,420,3,2025-01-22 06:06:13.733650,168.84
191,678,434,3,2025-04-24 16:19:50.035009,50.46
192,896,400,1,2025-02-23 21:21:39.248039,85.83
193,31,58,6,2025-02-13 14:23:50.316385,991.86
194,268,429,9,2025-02-03 11:53:16.304571,169.11
195,472,227,8,2025-07-10 22:44:55.396321,2809.2
196,474,183,8,2024-12-01 12:51:57.588856,2537.92
197,213,295,4,2025-04-25 02:25:13.716634,1501.08
198,248,93,3,2025-03-16 14:03:52.434172,695.13
199,246,483,3,2025-02-02 00:30:45.183930,271.2
200,908,258,1,2025-06-17 04:19:39.698633,263.2
201,519,288,9,2025-09-14 00:06:28.656705,2057.94
202,147,394,6,2025-02-13 20:16:38.290594,2258.1
203,7,10,4,2025-08-15 11:57:50.002922,875.72
204,629,446,4,2025-04-05 20:25:28.633533,1555.0
205,609,357,9,2025-09-30 19:03:32.061856,757.8
206,66,354,8,2025-01-26 00:38:12.137165,1235.68
207,319,454,8,2025-09-22 05:46:56.625478,1623.68
208,563,248,6,2024-12-31 17:01:26.692364,276.42
209,122,431,8,2025-03-12 01:03:33.823988,980.56
210,52,483,3,2024-12-08 15:19:02.209757,271.2
211,105,76,1,2024-12-08 15:17:34.393378,438.89
212,828,88,2,2025-05-23 00:54:08.077982,737.1
213,163,108,7,2025-01-18 06:57:40.079156,226.94
214,44,63,9,2025-02-04 18:34:58.601655,759.78
215,558,92,1,2025-10-15 04:16:46.776836,362.0
216,147,166,6,2025-04-28 16:13:00.242019,2720.1
217,368,88,6,2024-11-15 04:20:51.729959,2211.3
218,958,343,7,2025-06-27 13:26:19.366975,3432.59
219,407,361,3,2025-01-17 22:04:15.380633,99.06
220,527,22,3,2025-05-08 19:02:59.088116,177.78
221,625,462,6,2024-12-09 02:22:25.022386,2209.74
222,858,351,8,2025-05-14 18:34:21.711207,628.56
223,549,56,6,2025-10-25 12:33:06.272562,1363.5
224,360,167,9,2025-10-29 22:04:04.230887,2522.25
225,958,252,9,2025-05-15 14:52:09.994584,122.94
226,34,208,7,2025-01-06 09:28:40.074252,214.9
227,103,366,1,2025-03-12 11:29:02.492781,190.47
228,995,469,3,2024-12-08 06:56:10.089224,1309.71
229,559,62,3,2025-07-29 09:16:04.723845,864.48
230,949,79,2,2024-11-21 15:19:40.645629,799.1
231,825,418,4,2025-11-06 18:06:47.006830,989.68
232,794,476,5,2024-12-23 00:43:04.649437,1844.1
233,620,438,3,2025-09-20 20:06:41.115010,286.23
234,825,63,2,2025-04-02 18:52:23.039355,168.84
235,708,148,3,2025-07-29 08:54:13.370533,625.86
236,427,139,1,2025-10-23 17:30:01.357471,443.9
237,252,176,9,2024-11-16 05:53:40.071526,2550.06
238,122,17,3,2024-12-02 08:14:51.788801,770.4
239,809,298,9,2024-12-10 11:59:33.933497,1693.35
240,930,49,1,2025-04-24 19:54:01.872703,436.06
241,619,307,4,2025-08-08 09:16:08.394242,543.36
242,316,316,4,2025-08-10 02:36:28.543550,1114.24
243,99,233,6,2025-06-29 21:32:59.345368,1551.72
244,361,272,8,2025-09-07 05:57:19.464172,1013.36
245,36,330,5,2025-08-31 02:33:54.933437,228.4
246,153,378,2,2025-10-04 14:41:41.241158,22.8
247,605,5,1,2025-09-02 07:01:27.697858,263.06
248,248,307,5,2025-02-25 10:15:47.176153,679.2
249,886,25,4,2025-02-26 01:25:20.351232,569.84
250,903,368,7,2025-07-21 07:17:00.997513,2190.58
251,572,440,5,2025-08-27 19:43:17.888940,847.65
252,766,163,7,2024-11-29 23:06:45.983089,615.3
253,39,235,2,2025-09-24 16:53:37.161992,727.18
254,642,373,3,2025-02-20 06:11:47.750529,1247.97
255,427,96,4,2025-04-14 04:01:53.821971,1006.52
256,746,464,6,2025-06-23 09:12:16.423008,2882.64
257,284,396,9,2025-02-06 19:09:11.905178,4398.93
258,964,484,8,2025-05-27 09:15:02.013613,3261.6
259,135,144,5,2025-05-30 11:22:36.497886,945.25
260,191,93,5,2025-04-29 18:31:56.308667,1158.55
261,374,351,8,2025-06-12 20:43:48.220639,628.56
262,626,481,6,2025-05-10 20:34:48.253236,2478.54
263,772,67,3,2025-08-05 05:13:47.975840,932.85
264,145,153,8,2025-08-10 04:16:46.764610,3740.4
265,341,423,1,2025-07-11 08:09:19.456441,213.13
266,367,250,2,2025-06-10 22:39:52.232966,434.38
267,439,44,2,2025-04-11 21:02:45.559257,275.42
268,590,221,1,2025-10-07 10:38:05.374427,13.52
269,10,417,1,2025-09-03 21:22:04.265001,174.6
270,633,173,2,2025-06-16 10:17:06.032014,210.4
271,585,306,1,2024-11-29 00:03:21.029221,283.01
272,901,82,4,2024-12-13 18:50:50.547592,1447.64
273,257,426,5,2025-09-24 04:08:05.162488,550.85
274,605,415,2,2025-10-12 22:19:50.411036,480.46
275,487,317,2,2025-02-03 23:35:50.171364,404.08
276,158,21,7,2025-07-23 12:42:30.399133,1284.01
277,419,499,6,2025-05-01 13:06:59.458331,1290.24
278,273,277,8,2025-08-22 13:23:53.938502,3348.72
279,246,196,8,2025-05-24 20:12:28.708268,2721.6
280,308,36,9,2025-05-23 04:49:17.017949,3553.47
281,539,369,6,2024-11-12 15:20:40.715559,1005.6
282,324,129,2,2025-05-06 11:49:41.657820,102.0
283,101,357,1,2024-12-02 11:22:34.023740,84.2
284,871,174,7,2025-01-30 06:27:18.392470,760.48
285,771,137,1,2025-01-06 16:45:54.642811,111.34
286,121,209,5,2025-03-28 09:16:27.394235,2449.0
287,187,254,6,2025-10-19 06:59:17.407492,496.62
288,113,369,5,2025-01-13 05:20:17.867097,838.0
289,387,275,4,2025-03-01 16:19:53.570407,1496.36
290,732,42,5,2025-09-07 07:58:37.074161,1640.75
291,601,224,6,2025-08-31 15:23:13.404846,1109.04
292,974,199,9,2025-01-05 10:54:11.199425,187.02
293,942,174,8,2025-04-03 05:51:20.832526,869.12
294,540,384,3,2025-05-02 20:50:09.881724,802.11
295,585,168,7,2025-08-23 23:45:51.503943,2199.75
296,348,389,2,2025-08-21 12:34:40.666905,818.56
297,357,149,2,2024-11-15 01:03:40.200016,483.9
298,592,201,7,2025-06-24 12:03:42.549618,336.98
299,656,487,8,2024-11-19 06:41:52.587200,3023.28
300,873,368,1,2025-03-03 02:32:55.183284,312.94
301,630,406,7,2024-11-22 13:28:40.250236,2920.61
302,88,499,9,2025-05-26 12:02:52.613427,1935.36
303,914,405,2,2024-12-04 17:49:10.704287,100.88
304,387,14,8,2025-10-26 01:06:04.382424,1954.88
305,10,114,9,2024-11-22 04:12:43.538465,1259.82
306,522,90,6,2025-03-17 16:38:57.546546,983.28
307,752,268,9,2025-10-22 03:31:40.227633,2426.94
308,321,478,8,2025-08-09 10:39:01.353770,976.24
309,900,57,6,2025-04-25 02:16:27.499393,2404.62
310,339,231,8,2025-06-01 04:19:44.998811,3494.56
311,575,371,9,2025-05-03 14:48:44.567996,2518.2
312,223,21,7,2025-05-09 12:59:34.968116,1284.01
313,482,297,9,2025-08-04 06:17:03.984459,243.36
314,288,365,5,2025-04-04 20:32:08.580226,1595.8
315,459,404,6,2025-08-21 22:26:16.984677,2595.78
316,277,372,7,2025-04-30 03:14:10.545073,2076.9
317,457,213,7,2024-12-09 10:50:08.512092,3059.07
318,569,197,5,2024-12-17 09:32:21.121256,1877.75
319,75,95,4,2025-01-23 10:25:56.481208,1744.24
320,787,500,3,2025-05-01 01:22:29.259382,488.04
321,667,378,4,2025-06-21 17:07:15.925556,45.6
322,448,406,6,2025-06-09 17:37:50.569130,2503.38
323,922,325,7,2025-01-07 11:10:48.789866,3342.5
324,715,165,3,2025-03-12 20:04:15.474547,73.65
325,36,438,9,2025-04-22 06:07:16.661092,858.69
326,794,392,1,2025-02-07 13:41:24.615440,318.75
327,527,113,5,2025-03-23 03:35:51.353123,385.2
328,431,270,6,2025-07-01 16:39:36.631886,1756.62
329,428,453,6,2025-04-18 22:27:35.218031,735.0
330,139,350,5,2025-08-13 01:59:50.806706,1031.1
331,334,471,4,2025-10-07 23:54:36.284608,606.36
332,354,468,5,2025-02-22 06:40:11.705890,913.65
333,787,353,4,2025-06-03 22:03:46.704167,228.68
334,124,183,9,2025-01-13 10:30:44.048903,2855.16
335,428,191,5,2025-06-28 22:29:19.424533,2058.9
336,255,472,2,2025-05-29 16:32:52.066594,736.84
337,444,446,8,2025-09-21 21:45:15.799380,3110.0
338,401,302,6,2025-06-03 00:07:24.721752,2994.84
339,789,142,7,2025-06-03 23:05:59.941880,2544.57
340,35,1,1,2025-06-24 19:59:47.190984,283.37
341,347,352,4,2025-07-13 20:52:05.912112,1681.08
342,595,404,7,2025-04-04 10:21:35.247765,3028.41
343,263,64,4,2025-01-24 00:42:48.784200,444.72
344,782,172,3,2024-11-23 19:13:57.673177,61.68
345,351,420,1,2025-03-25 12:18:16.753570,56.28
346,152,195,7,2025-09-04 20:42:29.766403,3292.73
347,844,7,7,2025-06-23 17:55:41.932623,1015.77
348,514,244,9,2025-10-06 03:25:30.172830,764.55
349,623,96,3,2024-11-23 22:43:08.391013,754.89
350,840,385,7,2024-12-16 09:42:32.350678,3175.69
351,880,281,3,2025-07-13 11:02:36.383041,506.25
352,391,120,5,2025-10-22 11:19:54.854153,1593.7
353,914,364,4,2025-05-06 20:42:37.623900,1961.96
354,480,225,2,2025-08-14 04:46:32.451273,446.58
355,719,259,8,2025-01-20 21:47:08.087802,1925.28
356,379,205,6,2025-06-08 16:13:16.327743,2910.0
357,643,350,4,2025-04-08 00:58:12.814839,824.88
358,920,482,7,2025-08-29 10:08:40.065337,1037.54
359,731,186,3,2025-03-27 15:54:09.400004,1245.06
360,133,62,4,2025-08-14 05:26:16.898251,1152.64
361,900,248,9,2025-03-09 21:35:04.264928,414.63
362,2,39,7,2025-03-07 17:13:06.961036,2959.81
363,731,465,6,2025-02-20 00:22:10.320368,1194.0
364,554,31,6,2025-07-08 04:53:59.280911,285.96
365,268,453,5,2025-08-28 16:08:38.082520,612.5
366,347,246,8,2025-05-16 06:21:51.581407,348.08
367,392,475,6,2024-11-21 14:03:16.147946,586.56
368,100,471,5,2025-02-15 07:07:36.384725,757.95
369,126,20,8,2024-11-26 19:53:11.598326,249.92
370,213,170,6,2024-12-06 02:21:21.160509,821.52
371,481,24,2,2025-01-12 14:55:24.690478,651.4
372,213,451,2,2025-04-13 14:02:39.928458,674.56
373,375,204,7,2025-04-10 11:28:18.348258,1542.59
374,798,241,8,2025-03-21 19:18:36.652008,618.72
375,683,137,6,2025-05-07 06:50:48.920573,668.04
376,870,81,9,2025-09-21 15:45:30.783872,451.26
377,173,265,8,2025-07-01 16:33:28.173403,1694.48
378,581,417,4,2025-06-23 23:06:13.446781,698.4
379,593,496,8,2025-10-06 13:22:43.168448,2017.04
380,790,408,1,2025-10-22 10:55:09.594389,71.15
381,230,357,3,2024-12-26 17:00:27.627414,252.6
382,762,410,8,2025-05-30 12:41:37.742099,1837.52
383,280,63,8,2025-05-15 01:29:53.492099,675.36
384,873,441,7,2024-12-30 17:57:38.807872,3462.41
385,105,386,1,2025-09-07 01:03:51.243023,150.44
386,485,212,5,2025-08-23 07:57:50.795584,836.25
387,57,335,1,2025-07-30 23:07:24.447555,119.59
388,966,376,6,2025-03-13 04:34:31.742256,1537.32
389,280,361,8,2025-07-08 06:03:11.181559,264.16
390,151,461,6,2025-04-24 09:38:56.229876,2810.58
391,442,48,9,2025-08-05 14:44:44.293588,814.41
392,994,244,6,2025-07-24 00:10:17.273690,509.7
393,269,145,6,2025-10-27 02:42:24.384295,72.84
394,95,403,7,2025-05-31 17:58:00.417084,259.42
395,172,259,6,2024-12-02 13:42:19.026576,1443.96
396,487,165,1,2024-11-07 22:35:57.336459,24.55
397,758,474,7,2025-01-18 21:57:42.234553,2637.74
398,291,312,9,2025-06-08 03:49:37.972903,3865.59
399,784,469,6,2025-08-30 17:39:27.442459,2619.42
400,188,423,7,2025-05-31 17:26:59.704551,1491.91
401,937,445,4,2025-04-10 12:58:03.443722,755.52
402,179,185,5,2025-06-25 03:27:51.789842,680.05
403,112,423,1,2025-04-23 15:43:57.039147,213.13
404,813,197,1,2025-01-19 11:34:14.851341,375.55
405,155,216,4,2025-07-13 23:46:10.516280,1339.88
406,38,322,1,2025-03-21 06:46:04.125923,467.66
407,284,304,1,2025-03-31 15:44:35.174130,314.95
408,590,306,1,2024-11-30 17:45:51.365199,283.01
409,987,153,9,2025-08-22 19:12:07.608420,4207.95
410,102,282,4,2025-07-07 16:40:18.373796,1542.64
411,176,91,5,2025-03-08 08:30:44.473646,984.35
412,94,9,9,2025-01-18 22:43:39.953169,1575.9
413,414,439,3,2025-10-22 07:46:52.148356,966.96
414,35,343,1,2025-07-20 09:27:04.027651,490.37
415,98,151,5,2025-06-30 06:35:18.500773,589.2
416,663,184,5,2025-02-10 09:29:14.251065,1002.35
417,732,388,4,2025-08-23 22:46:56.307497,1786.32
418,213,408,8,2025-07-23 00:44:05.336413,569.2
419,969,158,8,2025-10-29 19:06:43.896328,3472.88
420,194,74,5,2025-10-31 07:51:24.643677,1974.15
421,823,76,4,2025-01-26 01:43:11.079426,1755.56
422,459,201,2,2025-08-28 08:52:40.611140,96.28
423,17,472,4,2025-03-26 07:45:14.777618,1473.68
424,480,422,8,2025-05-07 21:10:07.551555,2712.32
425,317,269,7,2025-01-11 05:24:36.013459,846.23
426,80,123,9,2024-12-12 18:43:12.855719,1213.11
427,17,281,2,2025-07-07 22:16:37.777285,337.5
428,510,226,5,2025-01-30 03:14:45.827504,914.45
429,807,499,4,2025-09-22 03:50:45.449685,860.16
430,995,292,3,2024-11-16 14:38:44.644367,590.19
431,660,254,3,2025-01-02 23:52:38.758810,248.31
432,925,116,1,2025-04-21 19:51:54.758122,440.77
433,132,364,5,2025-06-04 11:56:45.853480,2452.45
434,256,56,5,2025-02-07 02:34:01.625954,1136.25
435,889,12,8,2025-04-03 00:20:59.174480,2712.56
436,219,270,4,2025-03-28 11:57:40.229932,1171.08
437,943,399,6,2025-01-16 21:04:07.765997,1643.28
438,973,237,6,2025-08-21 20:33:45.774203,459.84
439,973,391,9,2025-02-08 02:32:35.060104,1005.03
440,674,185,7,2025-04-06 10:55:40.222168,952.07
441,661,267,8,2025-03-21 23:21:50.119823,1742.16
442,768,253,5,2025-05-19 23:33:23.220177,1714.55
443,532,177,2,2025-09-14 07:13:44.452304,614.12
444,886,340,3,2025-02-11 23:02:19.895944,954.81
445,640,94,6,2025-02-03 02:46:57.566241,470.1
446,227,357,2,2025-09-05 11:22:05.519507,168.4
447,993,172,1,2025-01-10 01:24:35.223826,20.56
448,638,296,6,2025-09-01 09:11:46.134305,236.04
449,728,96,3,2025-08-05 04:21:22.399288,754.89
450,968,117,5,2024-11-25 22:54:54.764188,110.8
451,52,460,9,2025-07-20 04:13:08.412396,1339.29
452,926,248,7,2025-08-20 05:34:15.035625,322.49
453,860,401,9,2025-01-21 23:29:05.674719,1998.09
454,55,367,8,2024-11-19 03:34:53.857756,1418.8
455,861,78,9,2025-07-11 01:57:50.702237,2242.8
456,709,260,6,2025-07-27 18:16:37.113860,2953.02
457,406,61,5,2025-05-03 14:13:51.718808,1895.25
458,222,357,2,2025-02-26 13:19:39.095302,168.4
459,563,193,4,2025-10-03 09:09:38.076966,543.76
460,535,98,9,2025-07-26 08:49:36.751061,1141.65
461,931,106,9,2025-03-28 17:15:07.322652,2570.85
462,25,137,6,2024-12-18 21:18:05.198443,668.04
463,997,273,3,2025-07-29 03:46:30.590548,76.23
464,915,355,5,2025-08-18 18:14:17.915492,1506.5
465,431,153,6,2024-12-03 18:55:13.682799,2805.3
466,495,447,9,2024-11-30 16:10:26.765559,2874.6
467,509,214,3,2025-03-19 07:26:31.579901,1176.9
468,746,399,6,2025-03-08 10:24:32.226043,1643.28
469,750,470,3,2025-06-03 23:24:52.220971,365.04
470,87,281,3,2025-08-27 23:05:39.555360,506.25
471,35,243,8,2025-07-04 16:55:07.792962,829.36
472,232,76,8,2025-10-10 06:41:02.653870,3511.12
473,20,173,5,2025-09-17 19:14:07.392101,526.0
474,212,319,5,2025-05-21 04:56:49.038568,2207.85
475,704,191,9,2025-08-14 02:26:35.253133,3706.02
476,17,491,4,2025-02-09 10:30:41.034530,398.0
477,381,452,9,2025-08-13 03:30:46.310843,2952.0
478,114,454,2,2025-10-28 09:05:58.441118,405.92
479,249,492,3,2024-11-26 22:11:22.224153,355.47
480,722,431,7,2025-05-10 01:26:38.270241,857.99
481,388,4,4,2025-09-27 08:51:27.240770,1174.92
482,429,192,4,2025-07-12 20:32:18.161670,1427.92
483,555,20,1,2024-11-23 10:11:46.923919,31.24
484,800,57,3,2025-06-10 07:45:23.289361,1202.31
485,46,64,1,2025-06-15 11:47:33.821763,111.18
486,221,262,5,2024-12-02 14:30:24.283803,1062.25
487,475,121,7,2025-03-08 18:53:52.514209,646.24
488,763,380,6,2025-08-14 21:36:41.025406,1329.06
489,613,50,2,2025-02-27 10:03:38.634100,313.76
490,867,402,3,2025-02-18 08:30:06.707812,1333.68
