id,produto_id,quantidade,data_compra,custo_total
188,386,80,2025-02-04 14:24:15.117078,13260.8
189,22,58,2025-10-22 02:41:07.524043,17549.64
190,233,45,2025-02-03 10:01:44.205997,8655.3
191,246,40,2025-01-17 12:38:44.005109,7538.8
192,413,40,2025-07-09 05:32:56.027275,15403.6
193,457,89,2025-09-21 21:31:01.444567,6748.87
194,109,61,2025-04-14 23:30:52.201786,13703.65
195,46,48,2024-12-24 20:00:57.377233,6463.68
196,207,62,2025-08-19 00:18:38.492468,21764.48
197,156,63,2025-04-07 17:56:06.239082,22712.13
198,34,37,2025-02-20 10:51:50.362856,2520.44
199,170,44,2025-10-20 14:25:36.716509,11818.84
200,107,21,2025-08-22 16:09:22.765402,7631.19
201,49,92,2025-10-29 09:33:26.950203,30152.08
202,352,89,2025-07-26 04:50:31.009467,15576.78
203,233,38,2024-12-27 18:49:36.855881,6700.92
204,151,20,2025-05-11 08:29:12.855740,3775.2
205,326,34,2025-08-15 09:56:35.128356,5738.18
206,498,55,2024-12-22 06:36:29.772901,16181.0
207,118,88,2025-03-12 12:16:50.407460,9224.16
208,145,89,2025-08-11 05:23:14.661478,27210.86
209,146,63,2025-01-07 18:23:39.476795,19396.44
210,447,54,2025-02-08 11:06:18.125979,9916.02
211,90,37,2025-10-31 02:32:09.732964,12103.07
212,470,71,2025-06-22 23:14:29.234210,14129.71
213,329,71,2025-05-18 23:27:17.800126,5112.71
214,32,66,2025-02-06 03:35:36.274260,6105.66
215,493,62,2025-02-23 22:07:34.901028,7482.78
216,18,28,2025-04-29 23:11:37.884989,7707.84
217,87,87,2025-06-08 23:22:05.143929,12352.26
218,224,92,2025-03-10 00:10:47.750276,33715.24
219,6,84,2025-05-24 08:22:16.984270,22276.8
220,3,27,2025-01-25 16:09:42.700161,5779.35
221,25,83,2025-04-13 05:13:20.314769,29379.51
222,335,81,2025-05-14 04:34:46.835414,13392.54
223,282,11,2025-10-01 07:56:36.047874,2570.26
224,238,74,2025-04-05 16:37:13.619981,22892.64
225,3,88,2025-11-05 18:07:57.922401,31239.12
226,97,18,2024-12-07 14:39:34.850975,6172.92
227,426,66,2024-11-17 09:28:20.962256,3331.68
228,414,18,2025-09-22 12:38:56.949139,5279.76
229,142,36,2025-03-11 20:59:45.909364,5199.84
230,351,13,2025-07-01 23:07:45.434938,4210.96
231,131,93,2024-12-20 14:01:42.792853,26397.12
232,98,51,2025-05-31 14:56:35.468813,876.69
233,157,43,2024-12-17 08:50:56.280222,563.73
234,487,14,2025-07-18 13:58:58.335378,4813.48
235,156,90,2025-07-30 06:45:36.454819,19772.1
236,479,64,2025-08-25 00:21:57.483529,11773.44
237,422,86,2025-08-05 17:49:56.946496,9472.04
238,115,33,2024-12-31 03:25:27.542429,6121.17
239,163,60,2025-06-19 15:08:48.859975,20553.6
240,328,87,2025-03-25 15:43:25.140128,33456.72
241,409,15,2025-11-01 11:18:19.143563,5867.55
242,171,99,2025-02-24 19:01:49.705240,23244.21
243,245,34,2025-10-23 05:43:06.105253,5780.0
244,28,51,2024-12-27 15:04:14.936120,842.01
245,371,52,2025-07-15 13:41:58.905766,10000.12
246,172,41,2025-05-06 12:29:25.204734,7414.85
247,356,69,2025-03-17 08:10:05.553150,12115.71
248,270,35,2025-07-01 02:25:02.697039,5456.15
249,281,64,2025-07-07 16:48:01.060291,23808.64
250,312,53,2025-01-06 20:25:52.331114,7319.3
251,208,46,2025-07-25 01:35:50.932931,4601.38
252,75,35,2025-04-29 17:49:27.862444,6365.8
253,391,27,2025-06-23 05:36:53.471174,5717.52
254,41,83,2025-03-02 07:25:57.251980,27166.73
255,213,15,2025-06-30 15:36:11.917712,4558.95
256,388,42,2025-06-26 05:05:01.009622,3073.56
257,186,89,2024-12-06 01:52:56.625875,21645.69
258,192,48,2025-03-15 07:26:20.802535,14365.44
259,154,44,2025-09-02 16:08:34.194535,11948.2
260,40,40,2025-09-16 07:04:03.506141,12704.4
261,161,25,2025-07-02 18:29:27.849666,7929.25
262,484,23,2025-09-19 08:14:44.030609,8948.61
263,102,76,2025-08-05 04:31:21.713958,3097.76
264,91,44,2025-11-03 15:42:30.454418,6789.2
265,75,56,2025-09-12 13:36:14.171963,6606.32
266,177,76,2025-11-05 00:45:57.320601,10692.44
267,129,82,2025-03-23 05:31:00.504837,15299.56
268,259,27,2025-04-02 08:42:54.229811,7586.19
269,314,10,2025-07-06 06:47:16.732556,1869.8
270,488,33,2025-04-12 09:45:30.011107,7749.39
271,210,39,2025-07-19 04:28:04.086415,7670.13
272,313,90,2025-08-10 12:50:47.275525,3051.9
273,95,47,2025-10-20 00:13:05.875602,9069.12
274,251,65,2025-09-04 06:22:35.128334,7170.8
275,181,86,2025-04-29 12:18:30.843725,11641.82
276,431,62,2025-04-11 13:35:21.956808,8587.62
277,221,71,2024-12-21 14:17:25.604212,24321.05
278,420,48,2025-05-18 23:24:45.131356,3018.24
279,49,87,2025-03-05 16:52:23.852483,25973.85
280,301,17,2025-06-05 18:21:08.320677,4863.87
281,97,30,2025-06-17 09:58:45.457451,5096.4
282,216,25,2025-09-02 23:47:26.003231,5435.0
283,362,21,2024-11-12 12:52:26.775824,1112.79
284,498,51,2025-06-26 02:59:11.795618,5732.4
285,474,43,2025-04-27 16:00:10.570457,3273.16
286,134,17,2025-01-02 19:53:10.920415,6448.27
287,307,73,2025-09-19 01:28:00.873213,28197.71
288,390,77,2024-12-07 19:35:55.106746,20387.29
289,449,78,2025-07-16 08:43:04.449028,30040.92
290,117,69,2025-04-03 22:45:34.659663,1940.97
291,363,88,2025-05-15 10:47:18.862840,30285.2
292,447,30,2025-03-11 03:57:00.813268,8999.4
293,78,22,2025-05-11 00:34:01.615717,6125.46
294,216,87,2025-09-23 13:41:46.457517,18658.02
295,244,36,2024-12-21 22:14:23.912142,7120.8
296,233,53,2025-06-13 12:31:37.764969,4585.03
297,456,69,2024-12-03 00:40:55.372979,9103.17
298,18,47,2025-04-20 16:15:44.733863,14919.21
299,180,90,2025-04-03 08:43:03.177860,4667.4
300,277,93,2025-05-06 08:49:18.830926,20555.79
301,316,23,2025-10-18 02:33:05.015451,2852.23
302,256,45,2024-12-23 14:44:13.581247,9954.0
303,435,13,2025-02-24 10:13:36.093215,4737.2
304,432,79,2024-11-21 02:43:12.150882,27597.07
305,201,39,2025-07-16 21:41:30.976358,9536.28
306,235,67,2025-08-13 20:24:49.853860,22118.71
307,317,17,2025-02-23 15:55:17.196153,1262.93
308,19,55,2025-01-05 18:51:44.006241,1089.55
309,83,18,2025-02-22 14:40:23.626807,6925.5
310,496,57,2025-04-10 23:56:27.721109,14225.49
311,155,15,2024-11-29 18:59:12.001418,4339.35
312,432,47,2025-08-11 05:26:35.436200,10377.13
313,113,28,2024-12-13 00:45:53.453732,2336.04
314,133,41,2025-04-04 00:32:01.105023,11015.88
315,43,27,2025-07-17 12:13:18.889196,1088.64
316,244,79,2025-08-01 04:03:15.429371,20811.76
317,273,58,2025-05-04 03:24:10.357202,20708.9
318,154,44,2025-05-08 05:36:37.316654,15392.52
319,140,16,2024-11-20 16:55:03.729076,4806.4
320,452,28,2025-09-02 12:49:00.316734,7154.0
321,288,95,2025-04-21 00:52:25.801762,36826.75
322,195,48,2025-06-03 04:09:19.698966,13297.92
323,273,85,2025-01-04 04:18:32.240943,21808.45
324,112,40,2025-07-05 20:01:33.594091,4237.6
325,440,78,2025-05-31 17:58:32.403924,10160.28
326,75,79,2025-05-21 09:27:02.505736,647.8
327,33,75,2024-12-25 16:01:45.074632,12967.5
328,422,40,2025-07-11 20:53:47.981789,6452.0
329,199,24,2025-10-23 15:33:30.881334,5389.44
330,467,91,2024-12-12 17:33:52.452155,3990.35
331,333,29,2025-10-08 22:10:47.834174,9782.57
332,206,76,2025-06-06 04:37:53.745559,22773.4
333,32,69,2025-02-10 06:51:10.533423,16560.0
334,101,81,2025-07-09 05:41:46.885348,19178.37
335,245,19,2025-09-25 11:21:54.818184,6103.75
336,173,13,2025-02-16 17:04:42.217931,2689.18
337,57,70,2025-01-02 15:46:41.828146,25923.8
338,14,70,2025-06-02 14:42:07.065060,12980.8
339,193,80,2025-09-19 02:39:27.753055,25874.4
340,47,56,2024-12-18 09:23:17.008882,1258.88
341,8,80,2025-09-10 22:12:40.189013,29655.2
342,333,87,2025-07-05 02:33:37.507180,26896.92
343,344,63,2025-08-16 22:02:53.355939,4523.4
344,146,18,2025-01-29 21:32:13.087886,342.18
345,345,46,2025-09-04 23:46:54.252470,15920.14
346,6,52,2024-11-14 16:16:11.689282,16524.04
347,436,38,2025-08-10 02:38:44.510178,5790.44
348,479,68,2025-03-17 09:54:55.394153,18601.4
349,288,91,2025-09-01 21:59:09.480776,12832.82
350,65,85,2025-09-21 14:14:03.012653,14100.65
351,25,95,2025-07-30 01:55:29.646735,35131.0
352,313,17,2025-01-25 18:43:07.639608,5315.9
353,319,97,2025-02-11 02:35:04.634095,23301.34
354,392,88,2024-12-08 01:44:02.157207,4436.96
355,6,57,2025-11-02 09:05:27.989285,7566.75
356,94,28,2025-06-30 21:06:25.901165,9988.72
357,167,84,2025-07-17 07:44:54.356868,30117.36
358,96,58,2025-10-05 02:34:27.601754,7049.32
359,69,30,2025-03-31 18:16:34.122793,4034.1
360,159,96,2025-01-16 07:25:49.340604,7171.2
361,350,43,2024-11-20 17:43:51.392871,7856.96
362,135,52,2025-07-21 00:58:29.782397,8116.16
363,349,37,2025-04-08 14:40:53.429545,2608.5
364,421,27,2025-07-31 19:17:09.675402,8012.25
365,203,72,2025-09-19 11:56:22.916871,2797.92
366,496,22,2024-12-09 20:40:44.896581,4710.42
367,74,53,2025-03-09 01:24:31.763965,367.29
368,47,97,2025-03-18 14:13:10.873888,27992.26
369,436,67,2024-12-14 16:22:34.506650,18511.43
370,413,89,2025-03-07 20:30:15.200720,35441.58
371,290,86,2025-07-31 02:35:02.340026,12357.34
372,284,13,2025-07-09 09:54:26.641641,2511.21
373,115,47,2025-06-02 22:16:28.903536,17494.81
374,22,13,2025-05-30 13:08:34.957035,2551.25
375,191,20,2024-12-26 21:54:47.450918,6156.8
376,74,58,2025-05-20 02:21:50.499057,17742.78
377,384,95,2024-12-13 11:58:03.141754,22336.4
378,318,93,2025-03-23 21:37:48.780371,27430.35
379,87,10,2025-04-22 09:07:08.350824,2102.5
380,89,52,2025-01-26 05:04:38.646006,16384.68
381,237,98,2024-12-28 00:19:18.198104,20995.52
382,355,92,2025-02-25 15:19:17.640251,24630.24
383,63,28,2025-10-02 01:03:27.304006,8232.0
384,244,28,2025-06-23 18:50:23.987237,7361.48
385,298,79,2025-04-09 04:57:11.817624,15973.8
386,363,30,2025-08-08 03:03:20.115600,5011.5
387,340,49,2025-10-20 00:25:08.142587,11752.65
388,18,45,2024-12-03 03:14:28.435634,3540.6
389,232,28,2025-01-22 05:13:55.721988,8866.2
390,388,21,2025-08-29 02:00:51.587898,2973.18
391,500,49,2025-05-26 08:26:45.477442,5843.25
392,382,12,2025-06-03 07:09:06.091127,761.28
393,103,32,2025-06-09 07:56:41.729508,9626.88
394,164,25,2025-04-08 21:37:19.743763,1374.0
395,91,30,2025-04-06 10:40:06.929938,6861.0
396,25,44,2025-08-05 06:35:29.640444,17526.52
397,137,37,2025-02-22 14:26:13.023879,13494.64
398,350,62,2025-03-25 09:56:04.017706,15901.76
399,244,86,2025-09-30 05:01:09.993056,28489.22
400,16,67,2025-01-05 13:54:38.004605,20453.76
401,474,13,2025-02-14 07:38:04.882978,958.75
402,99,74,2024-11-10 05:15:10.234756,12131.56
403,29,59,2024-11-08 02:44:14.437733,19317.19
404,490,29,2025-03-16 06:05:46.253904,5563.94
405,389,36,2025-05-05 02:13:02.345586,985.32
406,83,36,2025-05-30 08:52:37.040281,8754.84
407,207,70,2025-06-08 06:08:53.231266,16753.8
408,178,28,2025-08-10 04:56:26.768541,6691.72
409,319,37,2025-05-15 06:37:48.974786,12648.82
410,409,75,2025-03-27 15:35:42.853209,6610.5
411,177,22,2025-04-14 21:06:37.717929,7279.14
412,467,42,2025-07-12 14:01:03.562388,3669.12
413,26,30,2025-01-01 00:35:21.352237,1681.5
414,222,27,2025-08-03 02:49:03.943298,9774.0
415,182,33,2025-08-11 20:11:33.682379,1816.32
416,193,67,2025-04-26 21:15:37.837721,17042.12
417,334,27,2025-09-21 20:59:05.662804,3577.23
418,269,93,2025-09-08 11:42:26.186258,5519.55
419,460,83,2025-06-05 02:56:45.511047,32413.16
420,479,92,2025-09-08 18:49:49.968964,6245.88
421,304,10,2025-05-30 20:45:31.536898,374.1
422,437,15,2025-10-25 19:08:54.978140,1794.6
423,353,10,2025-06-30 20:58:42.127866,3886.9
424,419,45,2025-02-03 08:19:11.797781,11100.6
425,87,36,2025-04-06 15:01:27.907476,9626.76
426,459,54,2025-02-28 19:10:52.276101,21131.82
427,104,66,2025-06-29 05:41:12.965958,15694.14
428,18,54,2025-10-16 16:41:54.426294,2356.02
429,252,98,2025-05-16 07:56:42.051175,26183.64
430,82,95,2025-07-23 10:34:47.147294,1482.95
431,412,54,2025-07-28 03:46:01.781239,922.86
432,155,67,2025-01-16 02:27:38.662599,25809.07
433,2,33,2025-06-11 00:00:18.081019,9867.66
434,216,27,2025-08-27 14:05:52.461148,8896.77
435,44,61,2024-12-25 14:00:18.515987,2693.15
436,438,65,2025-07-03 08:18:03.870437,22491.3
437,336,78,2025-10-14 11:39:29.532015,28396.68
438,128,45,2025-04-28 05:11:02.609720,11984.85
439,69,71,2025-04-08 08:21:48.501313,18459.29
440,355,28,2025-06-17 15:31:21.676245,2126.88
441,471,76,2025-06-02 16:31:28.221166,18313.72
442,2,73,2025-09-05 17:18:51.921935,447.49
443,403,12,2025-08-16 17:51:05.558282,3994.2
444,81,54,2025-03-10 16:32:12.116852,20518.38
445,60,98,2025-06-09 13:03:01.938940,35389.76
446,28,40,2024-12-12 09:48:15.015970,3732.8
447,244,25,2025-09-05 14:41:01.295053,6754.0
448,449,92,2025-04-15 11:54:16.077918,13815.64
449,408,59,2025-06-10 09:26:59.157026,21450.04
450,207,19,2025-04-06 06:13:44.983118,4873.88
451,273,87,2025-05-03 22:17:42.542576,27985.29
452,204,66,2025-04-26 06:31:15.724539,7541.16
453,250,11,2025-03-27 23:51:56.419328,2230.36
454,133,76,2025-08-18 07:17:06.161652,17723.2
455,52,90,2025-06-21 01:38:09.582985,26696.7
456,35,41,2025-03-07 06:44:16.457815,9944.96
457,173,31,2025-08-31 04:11:13.771124,7960.18
458,21,20,2025-01-07 14:39:42.957683,6900.0
459,213,60,2024-12-13 22:47:48.433427,20097.0
460,170,48,2025-09-25 17:04:53.754935,1292.64
461,196,32,2025-07-18 09:32:35.030533,7265.92
462,234,24,2025-03-23 14:05:54.970766,4210.08
463,90,99,2024-11-16 03:36:24.972161,9438.66
464,413,95,2025-01-28 15:03:12.688302,34256.05
465,5,33,2025-05-20 19:34:15.642738,5471.4
466,13,68,2025-02-17 04:58:23.173381,17561.68
467,367,42,2025-07-29 01:24:12.150000,10299.24
468,54,51,2025-07-10 19:38:06.751238,3548.58
469,122,47,2024-12-15 07:41:58.394411,8219.36
470,279,30,2025-01-18 18:20:11.495092,10190.1
471,227,22,2025-10-29 16:20:25.657421,3243.9
472,288,64,2025-07-19 03:07:46.384545,13801.6
473,436,64,2025-09-18 17:35:28.614586,1457.92
474,297,75,2025-08-10 01:13:00.579773,21153.0
475,255,99,2025-09-08 18:48:18.161097,20493.99
476,379,64,2025-04-01 07:48:12.801484,17614.08
477,77,87,2025-08-26 12:47:39.977221,9058.44
478,79,59,2025-09-26 19:14:54.091816,12187.04
479,310,92,2025-10-18 06:32:24.910426,21591.48
480,336,82,2025-05-06 09:02:33.873124,26059.6
481,432,95,2025-07-30 14:21:20.870052,6625.3
482,243,18,2025-10-16 06:21:40.595896,4501.26
483,9,85,2024-11-25 03:29:58.837470,22316.75
484,329,41,2025-03-29 09:55:59.644233,13181.5
485,210,58,2025-01-02 19:37:35.507509,11265.34
486,112,22,2025-04-06 20:05:21.821388,8161.78
487,223,65,2025-05-27 15:50:46.601561,12158.25
488,166,71,2025-09-18 12:58:09.461617,1841.74
489,6,10,2025-09-24 07:23:13.826773,3481.1
490,496,85,2024-12-20 17:44:32.344876,31807.0
491,426,89,2025-02-21 19:31:30.108600,28159.6
492,76,10,2024-12-09 18:50:11.360037,1729.0
493,182,46,2025-01-28 00:53:59.727736,2668.92
494,388,21,2025-02-18 10:56:28.821439,1119.51
495,147,30,2025-04-16 00:11:10.935167,2177.7
496,15,86,2024-12-22 07:44:59.327077,34042.24
497,306,75,2025-07-16 17:46:18.864021,20630.25
498,248,70,2025-02-20 03:52:52.092714,9546.6
499,53,51,2025-01-25 02:44:02.744128,19897.65
500,26,15,2025-07-08 14:37:57.718951,4739.25
501,497,11,2025-05-05 23:09:44.126000,1277.32
502,210,75,2024-11-08 03:47:53.776184,19599.75
503,167,54,2025-10-20 22:10:50.916059,5342.76
504,148,50,2025-03-04 02:29:37.246968,2290.0
505,491,60,2025-01-28 15:08:15.480689,12661.2
506,262,14,2025-02-20 14:59:48.041856,2959.74
507,481,78,2025-03-10 15:18:04.575379,14207.7
508,281,10,2025-01-23 03:58:59.091650,3175.0
509,154,90,2025-02-18 14:18:54.926980,20356.2
510,326,57,2025-11-06 00:55:30.556622,9614.19
511,47,90,2024-12-31 06:59:05.096672,7418.7
512,280,31,2025-08-15 02:37:04.079288,11277.49
513,342,60,2024-12-20 05:46:03.544658,23308.8
514,19,37,2025-05-29 19:54:30.884334,9723.23
515,113,94,2025-08-02 12:51:20.438075,24508.62
516,16,67,2025-10-30 15:32:35.320640,9966.92
517,216,48,2025-10-06 05:34:05.795843,16185.6
