id,cliente_id,produto_id,quantidade,data_venda,valor_total
227,893,479,9,2025-08-21 07:18:13.893539,3878.01
228,142,108,4,2025-02-24 10:06:57.816281,1209.12
229,49,250,3,2025-01-09 16:40:11.389248,1127.64
230,700,67,6,2025-02-26 04:07:10.122369,142.56
231,609,65,6,2024-11-18 17:11:11.002243,1447.5
232,96,133,5,2025-03-11 22:07:21.916143,1028.4
233,474,357,9,2025-07-15 13:10:48.389218,2790.99
234,234,494,2,2025-06-18 10:55:18.390671,584.56
235,431,259,5,2025-03-20 19:51:35.074538,1250.35
236,802,240,2,2025-06-23 05:30:40.503840,598.4
237,368,241,2,2025-08-26 01:31:30.706070,380.22
238,819,349,7,2025-06-14 15:43:36.358029,1912.82
239,299,412,2,2025-02-24 04:54:11.035524,864.16
240,352,212,1,2025-06-20 17:10:21.578838,120.86
241,647,109,2,2025-04-07 11:10:24.960451,812.94
242,970,467,7,2024-12-05 14:07:57.994581,2047.15
243,224,225,4,2025-02-12 03:55:39.372221,846.76
244,425,237,8,2025-05-13 11:04:39.316831,3813.44
245,47,129,4,2025-06-20 18:39:59.769317,1453.4
246,846,393,7,2024-11-13 06:48:12.501658,2893.66
247,404,228,9,2025-09-30 22:40:37.797553,3506.49
248,133,453,2,2024-12-21 13:30:17.510704,558.74
249,439,402,6,2025-06-17 19:01:28.769873,2426.04
250,182,130,2,2024-11-21 12:47:08.499009,364.82
251,445,111,7,2025-03-16 20:25:16.375086,3017.07
252,595,492,4,2025-04-15 06:49:59.370021,1614.76
253,133,219,7,2025-09-04 09:03:47.380614,515.76
254,502,436,2,2025-05-26 11:58:16.210172,620.74
255,126,484,9,2025-10-29 10:48:20.171082,4463.1
256,263,61,9,2025-09-13 15:34:51.545764,1509.48
257,328,483,7,2025-06-19 23:15:08.629155,3110.59
258,267,337,2,2025-04-09 11:41:39.194092,628.52
259,349,343,3,2025-03-10 23:39:24.505101,677.7
260,460,456,1,2025-07-05 16:12:34.467438,197.64
261,750,8,5,2025-04-17 09:43:17.522340,2021.9
262,80,480,6,2025-05-18 19:57:02.895306,2798.34
263,712,245,5,2025-09-20 08:22:26.221380,2003.9
264,526,333,9,2025-01-19 04:18:22.950610,3368.25
265,416,279,2,2025-02-06 18:27:25.931565,374.32
266,287,215,8,2025-02-09 12:22:43.830090,3196.0
267,431,272,5,2024-12-16 20:38:50.255060,1707.05
268,808,250,9,2025-08-25 17:34:16.082099,3382.92
269,488,236,8,2025-08-02 05:48:11.056377,114.16
270,192,104,3,2025-03-29 14:33:12.834366,1122.87
271,903,418,3,2025-09-05 18:07:53.272290,781.77
272,832,305,2,2025-05-27 12:44:45.080567,328.56
273,328,73,3,2025-05-22 03:41:30.427722,1105.35
274,965,139,9,2025-08-03 21:22:22.831543,3639.87
275,584,298,3,2024-11-08 06:45:07.675999,258.93
276,941,393,6,2025-06-22 08:46:18.070103,2480.28
277,503,117,2,2025-02-19 16:29:15.268928,709.16
278,285,383,1,2024-12-03 10:28:12.055930,14.78
279,724,11,1,2025-07-30 04:41:15.084392,53.62
280,898,128,4,2025-02-01 19:59:54.250401,431.64
281,800,384,8,2025-01-15 13:50:49.188127,3882.4
282,185,448,5,2024-12-13 10:34:05.258407,2125.35
283,254,342,2,2025-06-06 14:09:18.729148,867.04
284,769,354,9,2025-08-22 00:33:34.191360,2761.65
285,610,109,9,2025-04-13 17:42:32.936449,3658.23
286,779,129,1,2025-06-12 05:41:06.016565,363.35
287,885,36,2,2025-07-01 20:45:04.851617,263.2
288,223,310,6,2024-12-18 11:17:53.944086,1070.04
289,187,197,1,2024-12-30 19:56:29.166176,113.17
290,143,386,9,2025-03-31 13:19:01.673426,4199.85
291,863,397,9,2025-04-13 22:18:17.575992,366.3
292,44,157,9,2025-03-07 14:09:53.737741,1815.75
293,21,105,7,2025-01-29 23:30:08.149227,193.83
294,447,412,7,2025-03-19 04:39:20.372683,3024.56
295,547,245,5,2025-04-10 05:44:31.542278,2003.9
296,10,238,4,2025-01-08 08:32:04.653755,1324.2
297,521,452,8,2025-09-19 03:35:09.142520,3036.0
298,942,292,2,2025-03-16 16:25:31.231000,208.08
299,604,132,9,2025-05-23 10:47:56.576846,3153.78
300,629,82,8,2025-04-02 23:07:02.137933,3734.32
301,795,469,9,2025-03-16 07:38:22.762018,233.46
302,262,144,7,2025-03-26 22:58:20.047213,2477.58
303,340,59,7,2025-07-19 05:50:25.046147,234.64
304,42,12,4,2025-09-24 19:47:47.063910,1004.16
305,72,351,1,2025-06-25 20:59:17.185856,48.48
306,665,69,6,2025-07-23 08:20:29.145847,937.56
307,625,90,3,2025-03-13 20:19:45.369920,1102.08
308,986,223,5,2025-04-16 14:36:01.767589,1682.4
309,196,458,9,2025-07-03 19:24:56.034501,1702.26
310,112,400,4,2025-03-09 19:49:27.164976,1672.48
311,846,438,3,2025-09-04 13:34:00.717991,1411.44
312,568,116,8,2024-11-21 12:59:20.222679,3503.68
313,650,320,6,2024-11-11 16:49:40.433832,1983.36
314,60,430,1,2025-01-27 14:44:34.273066,340.44
315,708,85,7,2025-05-23 19:45:07.311012,1007.16
316,239,365,6,2025-08-30 07:12:27.323643,2322.12
317,242,377,4,2025-08-14 16:43:51.902625,899.48
318,910,124,1,2024-12-18 21:38:17.173184,15.64
319,971,38,1,2025-10-03 05:51:34.726108,195.98
320,57,197,8,2025-03-22 16:48:05.894044,905.36
321,60,357,5,2024-12-09 18:38:35.778663,1550.55
322,131,411,4,2025-04-23 12:02:45.762786,1276.44
323,736,263,6,2025-05-17 06:46:23.904316,2614.38
324,66,65,2,2024-11-20 00:53:16.193792,482.5
325,966,233,2,2025-02-05 04:39:27.704580,509.44
326,328,196,9,2025-02-11 18:22:40.299242,2884.5
327,599,175,5,2025-01-10 02:18:06.063722,1570.4
328,481,108,5,2025-06-13 07:26:16.416126,1511.4
329,302,357,1,2025-04-11 00:48:07.949674,310.11
330,671,95,2,2025-06-09 15:58:58.227982,767.96
331,216,398,5,2025-06-21 02:38:16.847737,178.25
332,744,228,3,2025-11-02 23:12:56.381022,1168.83
333,51,265,9,2025-05-08 10:58:22.950959,3484.35
334,266,308,2,2025-09-22 20:07:45.449678,368.94
335,623,170,2,2025-08-03 20:26:22.161957,405.92
336,545,386,4,2025-06-29 11:53:35.458614,1866.6
337,896,209,1,2025-04-16 03:57:31.810588,471.93
338,651,115,8,2025-03-06 08:41:41.620218,2210.72
339,558,83,6,2025-06-12 03:19:25.456211,900.78
340,30,335,6,2025-03-28 19:39:38.526781,2782.86
341,588,201,9,2025-07-28 09:37:27.484697,4445.19
342,609,410,6,2025-02-10 02:52:06.206371,2363.46
343,663,209,2,2025-08-02 00:23:37.001414,943.86
344,355,73,3,2024-11-27 21:43:56.508852,1105.35
345,840,157,2,2025-02-09 18:37:53.207064,403.5
346,891,8,8,2025-03-21 21:40:01.536549,3235.04
347,189,203,1,2025-07-11 02:05:40.333359,56.93
348,544,237,6,2025-08-18 01:08:04.104471,2860.08
349,562,335,4,2025-07-29 18:54:34.931872,1855.24
350,522,217,4,2024-12-19 07:56:19.605329,415.48
351,511,36,8,2025-09-24 11:49:01.515181,1052.8
352,529,470,1,2025-02-14 23:17:00.648642,468.49
353,824,410,3,2024-11-19 08:57:34.402900,1181.73
354,872,381,5,2025-10-05 19:42:42.449358,696.7
355,996,227,1,2025-05-30 17:25:48.066447,29.01
356,987,329,2,2025-06-28 06:19:03.100940,176.92
357,672,340,6,2025-09-16 16:00:32.019331,2348.94
358,622,72,1,2025-05-07 01:24:16.827342,238.52
359,468,75,1,2025-08-17 05:43:07.669600,243.1
360,249,72,4,2025-03-29 15:09:51.725972,954.08
361,844,189,7,2025-08-29 04:07:16.103098,398.02
362,878,119,2,2025-08-14 07:20:23.050452,131.92
363,322,180,3,2025-07-18 08:09:08.460701,1419.99
364,759,151,3,2025-02-20 16:14:44.962659,649.02
365,909,13,4,2025-03-22 05:26:56.161589,222.4
366,118,317,9,2025-02-18 05:38:54.504561,4045.05
367,642,464,2,2024-12-28 10:42:11.799189,213.48
368,627,375,2,2025-09-26 02:20:54.973895,129.56
369,51,360,7,2025-10-04 21:24:02.175543,1129.52
370,172,61,4,2025-09-10 10:25:19.716088,670.88
371,743,373,1,2025-03-07 17:12:17.502946,459.56
372,367,235,4,2024-12-15 16:37:03.132828,1723.2
373,204,106,6,2025-01-26 05:32:00.050171,1713.42
374,821,42,7,2024-12-15 10:42:37.904574,1602.58
375,953,498,6,2025-09-14 09:35:51.856446,2976.0
376,702,169,8,2025-10-31 21:25:18.457682,1304.8
377,902,49,5,2025-05-10 09:23:16.667853,1485.55
378,894,386,9,2025-05-14 02:17:19.079598,4199.85
379,722,131,7,2025-06-29 23:52:48.730140,2005.43
380,132,60,6,2024-12-20 11:21:18.186893,2301.6
381,111,193,9,2025-02-02 01:21:11.791573,1535.4
382,812,218,3,2025-09-16 13:29:55.204999,845.88
383,741,20,8,2025-08-30 07:36:54.583936,435.04
384,68,62,5,2024-11-21 17:41:31.368232,904.45
385,376,206,5,2025-03-30 06:42:39.271426,2089.7
386,269,231,6,2025-11-03 17:05:09.620896,2473.86
387,436,64,9,2025-01-13 06:08:27.970223,615.15
388,922,293,1,2025-09-12 18:42:30.475232,461.81
389,632,165,6,2025-05-22 08:25:37.793813,2817.24
390,231,69,5,2024-11-25 06:56:52.323777,781.3
391,668,215,9,2024-11-28 08:36:06.135726,3595.5
392,13,209,7,2025-05-20 14:07:43.761583,3303.51
393,195,169,4,2025-10-26 03:37:52.927143,652.4
394,642,239,7,2025-04-09 02:55:36.452553,1143.31
395,138,66,7,2025-03-15 13:58:45.518769,2763.88
396,770,155,2,2024-12-28 21:13:44.220325,411.68
397,680,54,1,2025-09-08 07:03:43.962667,127.49
398,454,287,5,2025-02-14 13:03:36.981897,1224.7
399,91,372,9,2025-07-29 03:39:25.135045,1630.98
400,865,15,1,2024-11-07 03:49:35.261295,197.93
401,35,354,1,2025-04-17 22:13:50.894312,306.85
402,575,151,4,2025-08-03 18:27:35.866323,865.36
403,458,339,6,2025-09-28 03:51:16.229981,1899.0
404,555,242,1,2025-01-09 23:42:41.553419,313.84
405,467,56,2,2025-02-09 05:33:48.938247,70.06
406,447,382,9,2025-03-07 04:20:32.963681,468.45
407,438,4,6,2025-04-15 08:50:57.987758,2320.56
408,178,454,4,2025-10-31 00:44:21.407843,1304.08
409,508,489,4,2025-01-06 07:58:46.361907,1144.4
410,38,280,2,2025-01-24 05:13:58.976732,822.46
411,997,275,6,2025-08-05 12:31:22.753768,421.14
412,857,411,7,2025-03-31 07:32:13.629387,2233.77
413,666,419,5,2025-09-21 10:24:21.739959,1773.05
414,949,368,3,2025-03-27 12:06:04.832562,705.57
415,944,248,1,2025-04-30 21:50:21.270773,163.72
416,840,319,5,2025-10-08 19:42:39.415737,2065.65
417,831,54,1,2025-11-04 17:01:26.334785,127.49
418,115,4,7,2025-09-02 00:18:44.818994,2707.32
419,317,456,7,2025-02-17 07:28:02.357115,1383.48
420,27,22,7,2025-07-26 13:19:52.395399,1941.8
421,329,153,6,2025-02-23 20:18:12.626245,810.36
422,402,99,8,2025-01-05 11:36:33.520361,2957.28
423,465,61,9,2025-08-25 00:45:00.220323,1509.48
424,594,232,5,2025-09-16 13:01:35.795377,943.35
425,270,235,2,2024-11-21 10:00:47.905453,861.6
426,616,238,6,2025-09-29 06:12:13.869786,1986.3
427,522,457,6,2025-08-22 01:06:02.877145,1351.26
428,478,82,9,2025-01-02 12:55:16.114177,4201.11
429,609,195,7,2025-07-24 23:46:16.749366,2944.97
430,215,33,6,2025-08-27 14:50:27.641304,1932.24
431,600,238,2,2024-12-10 10:23:06.152736,662.1
432,485,178,6,2025-04-18 00:38:19.252298,731.82
433,819,345,6,2024-11-19 12:51:24.617193,2796.78
434,279,205,1,2025-04-23 23:01:24.434960,260.96
435,66,7,8,2025-06-26 10:31:15.488606,1005.92
436,687,455,6,2025-08-30 13:23:31.278997,738.96
437,169,17,9,2025-10-30 15:02:54.683003,3238.56
438,247,287,5,2024-12-06 12:07:42.407641,1224.7
439,450,414,7,2024-12-23 19:36:42.114902,3128.72
440,151,333,4,2025-09-19 16:11:55.465930,1497.0
441,902,166,9,2024-11-20 11:01:34.171152,1743.93
442,990,479,7,2024-12-08 18:02:45.261324,3016.23
443,111,429,4,2025-03-15 03:38:53.187004,1518.16
444,373,367,2,2025-03-09 23:39:06.539241,85.22
445,845,370,2,2025-09-09 04:22:01.243979,422.12
446,347,45,4,2025-10-29 20:24:59.894526,1470.84
447,14,401,4,2025-03-10 22:06:55.528405,75.68
448,593,458,6,2025-03-22 22:21:36.853411,1134.84
449,786,455,9,2025-09-01 21:27:20.892654,1108.44
450,222,342,5,2025-10-02 21:39:37.554682,2167.6
451,814,75,8,2025-10-06 07:47:01.610757,1944.8
452,578,171,4,2025-09-26 06:21:25.897687,649.8
453,383,389,3,2025-06-13 04:10:17.107040,168.9
454,976,40,8,2025-05-19 03:53:25.302108,196.08
455,848,148,2,2025-01-29 15:00:03.905348,626.72
456,611,326,4,2025-09-01 17:27:15.317322,1066.0
457,589,356,4,2025-07-18 00:31:39.637487,237.8
458,812,25,9,2025-03-31 19:11:13.750686,1612.62
459,844,258,7,2025-09-13 05:22:17.584305,954.24
460,419,138,9,2025-02-21 15:12:06.591399,4166.73
461,58,205,5,2025-10-29 03:19:20.698550,1304.8
462,709,270,4,2025-01-12 20:25:58.044116,1125.6
463,475,54,9,2025-07-06 15:44:13.903451,1147.41
464,978,29,5,2025-09-05 21:16:27.207217,2078.45
465,768,271,5,2025-07-16 06:35:55.488763,1144.35
466,116,149,1,2025-09-09 17:53:40.836892,353.22
467,681,430,8,2025-05-22 03:21:23.008026,2723.52
468,143,362,2,2025-10-12 00:09:32.117748,729.82
469,544,13,4,2025-04-03 21:42:49.066421,222.4
470,808,394,3,2024-11-30 21:56:09.872991,383.07
471,984,185,1,2025-08-13 12:55:42.098306,124.29
472,447,23,1,2025-06-17 16:17:55.642473,350.72
473,910,216,8,2025-03-22 09:11:36.968112,2070.64
474,867,484,3,2024-11-11 03:22:08.572475,1487.7
475,715,240,4,2025-09-04 04:36:44.874462,1196.8
476,273,284,3,2024-12-09 11:14:31.390261,1131.78
477,487,150,5,2025-04-04 12:24:34.062811,1687.15
478,127,435,6,2025-01-31 04:34:01.171053,2345.7
479,745,227,3,2025-04-15 12:32:51.386521,87.03
480,274,96,2,2025-08-31 01:08:49.338817,880.04
481,647,368,4,2025-02-10 02:53:31.031278,940.76
482,514,56,9,2025-04-11 04:25:58.141114,315.27
483,818,346,9,2025-10-14 15:17:47.969725,835.83
484,385,304,5,2025-02-12 04:52:25.159912,1038.8
485,372,70,1,2025-05-20 17:29:27.038672,412.84
486,445,31,6,2025-09-12 01:46:36.047562,2221.62
487,654,281,4,2025-09-15 03:05:55.982770,1318.96
488,254,215,2,2025-06-22 17:13:36.217462,799.0
