id,cliente_id,produto_id,quantidade,data_venda,valor_total,margem_lucro,mes_venda
99,311,391,1,2025-10-03 22:58:11.925181,122.64,24.528000000000002,2025-10
100,215,312,5,2025-08-17 08:56:03.200654,593.5,118.7,2025-08
101,347,416,4,2025-09-18 05:37:46.262272,1966.28,393.25600000000003,2025-09
102,743,158,9,2025-09-11 19:21:05.068659,1198.2599999999998,239.65199999999996,2025-09
103,603,262,7,2025-08-22 17:21:14.889786,1256.8500000000001,251.37000000000003,2025-08
104,859,179,2,2025-02-09 13:57:28.366014,274.32,54.864000000000004,2025-02
105,517,309,8,2025-08-20 23:05:11.995572,3444.48,688.8960000000001,2025-08
106,330,165,4,2025-08-01 04:47:29.508254,90.72,18.144000000000002,2025-08
107,981,402,8,2025-10-16 05:09:12.952231,966.48,193.29600000000002,2025-10
108,306,409,5,2025-07-19 14:57:04.795561,1503.5,300.7,2025-07
109,836,498,1,2025-09-02 00:37:58.265685,396.63,79.32600000000001,2025-09
110,506,116,7,2025-09-25 21:56:50.397408,3345.09,669.018,2025-09
111,948,200,8,2025-06-30 17:04:04.710576,2345.92,469.184,2025-06
112,76,51,5,2025-04-07 07:32:02.274632,1046.75,209.35000000000002,2025-04
113,529,153,3,2025-09-27 09:57:30.952184,575.64,115.128,2025-09
114,573,480,5,2025-06-17 21:42:28.629821,2477.45,495.49,2025-06
115,142,55,4,2025-06-12 08:40:09.286295,729.6,145.92000000000002,2025-06
116,246,257,3,2025-05-25 18:20:58.060850,461.54999999999995,92.31,2025-05
117,408,403,4,2025-02-13 07:21:18.254719,1432.04,286.408,2025-02
118,638,3,9,2025-09-30 16:09:48.175527,2416.68,483.336,2025-09
119,393,101,6,2025-09-25 18:08:53.190689,1525.56,305.112,2025-09
120,287,244,5,2025-08-05 14:40:17.613145,1384.8500000000001,276.97,2025-08
121,911,468,9,2025-05-15 19:07:28.878227,4328.7300000000005,865.7460000000001,2025-05
122,626,372,6,2025-02-13 00:45:38.963489,235.5,47.1,2025-02
123,866,434,2,2024-11-15 22:07:14.527109,715.56,143.112,2024-11
124,472,386,2,2025-03-25 23:49:17.592613,981.4,196.28,2025-03
125,103,85,2,2025-10-24 00:00:28.953568,202.38,40.476,2025-10
126,345,409,2,2025-01-05 00:14:35.515645,601.4,120.28,2025-01
127,29,100,8,2025-10-15 18:04:56.109238,170.48,34.096,2025-10
128,837,492,5,2025-04-08 18:32:28.759057,613.4000000000001,122.68000000000002,2025-04
129,722,217,6,2025-01-03 01:57:05.007617,1639.38,327.87600000000003,2025-01
130,221,71,7,2025-03-30 13:00:11.328520,2858.59,571.7180000000001,2025-03
131,230,360,7,2024-12-18 06:40:38.307563,1258.18,251.63600000000002,2024-12
132,174,245,8,2025-07-17 01:53:20.808253,1325.44,265.088,2025-07
133,65,495,1,2025-08-22 03:57:10.508489,12.57,2.5140000000000002,2025-08
134,741,29,8,2025-08-07 04:37:58.357384,1321.52,264.30400000000003,2025-08
135,865,318,7,2025-05-16 17:38:27.774562,261.17,52.23400000000001,2025-05
136,190,316,7,2025-04-19 12:40:15.254135,2467.85,493.57,2025-04
137,729,33,7,2025-09-11 10:07:58.349300,2117.29,423.458,2025-09
138,535,75,9,2025-05-22 04:33:09.317020,2849.04,569.808,2025-05
139,509,32,4,2025-04-26 13:52:36.795499,1723.6,344.72,2025-04
140,402,494,8,2025-04-07 13:28:19.425405,1027.36,205.47199999999998,2025-04
141,847,248,6,2025-06-24 12:49:08.759751,1612.2599999999998,322.452,2025-06
142,720,274,6,2025-09-15 12:36:34.004181,1393.8600000000001,278.77200000000005,2025-09
143,809,320,7,2025-07-03 04:34:51.709941,1842.1200000000001,368.42400000000004,2025-07
144,48,460,4,2025-08-21 07:01:51.680006,859.08,171.81600000000003,2025-08
145,213,450,2,2025-04-29 15:13:44.693269,652.98,130.596,2025-04
146,764,20,5,2025-05-06 11:51:20.408224,159.85,31.97,2025-05
147,483,112,3,2025-05-28 02:22:19.569271,590.8499999999999,118.16999999999999,2025-05
148,403,358,7,2025-03-04 08:11:15.803828,613.9,122.78,2025-03
149,772,6,8,2024-12-11 12:44:49.507305,807.04,161.40800000000002,2024-12
150,301,244,2,2025-08-26 17:48:17.682571,553.94,110.78800000000001,2025-08
151,316,263,3,2025-06-26 07:28:37.509111,728.4000000000001,145.68000000000004,2025-06
152,702,33,9,2025-04-22 00:40:49.539069,2722.2300000000005,544.4460000000001,2025-04
153,944,32,1,2025-10-21 07:46:26.070562,430.9,86.18,2025-10
154,71,448,4,2025-08-24 16:06:59.174898,1419.36,283.872,2025-08
155,148,160,6,2025-05-24 18:11:54.049845,2668.68,533.736,2025-05
156,227,358,4,2025-10-10 01:36:11.269366,350.8,70.16000000000001,2025-10
157,84,382,4,2025-04-22 15:26:09.977440,580.0,116.0,2025-04
158,882,425,2,2025-08-25 08:26:21.189946,964.96,192.99200000000002,2025-08
159,228,151,1,2025-03-01 17:08:21.455089,92.38,18.476,2025-03
160,915,105,4,2025-03-27 07:36:36.647790,1073.52,214.704,2025-03
161,345,450,5,2024-12-26 07:34:10.824648,1632.45,326.49,2024-12
162,986,345,1,2025-09-19 04:33:06.825319,341.88,68.376,2025-09
163,149,404,9,2025-10-13 11:54:03.496551,3425.4900000000002,685.0980000000001,2025-10
164,513,453,4,2025-09-01 07:00:49.556942,1749.4,349.88000000000005,2025-09
165,46,324,1,2025-06-30 12:43:00.918589,357.41,71.48200000000001,2025-06
166,17,334,3,2025-04-13 15:30:35.804394,556.77,111.354,2025-04
167,759,473,6,2025-06-16 12:43:58.324754,718.92,143.784,2025-06
168,558,439,5,2025-05-16 13:01:54.577653,542.95,108.59000000000002,2025-05
169,962,336,9,2025-07-24 12:06:54.134093,3006.9900000000002,601.398,2025-07
170,580,172,7,2024-12-27 11:32:38.185090,2221.1,444.22,2024-12
171,753,172,2,2024-12-05 14:16:46.591994,634.6,126.92000000000002,2024-12
172,116,89,5,2025-04-29 21:24:31.436154,1891.05,378.21000000000004,2025-04
173,504,493,3,2025-07-08 15:36:47.445931,1082.6399999999999,216.528,2025-07
174,212,284,1,2025-02-04 05:31:07.059707,76.06,15.212000000000002,2025-02
175,421,104,4,2025-04-06 23:42:49.545219,1087.12,217.42399999999998,2025-04
176,381,338,9,2025-08-13 22:00:28.403560,2547.18,509.436,2025-08
177,622,473,3,2025-02-03 05:39:01.738772,359.46,71.892,2025-02
178,866,292,6,2025-03-15 11:26:24.726225,1870.98,374.196,2025-03
179,867,396,8,2025-05-13 17:21:15.367353,1519.28,303.856,2025-05
180,121,117,2,2024-12-01 17:53:53.345990,497.2,99.44,2024-12
181,698,317,2,2025-08-02 19:02:10.522830,867.0,173.4,2025-08
182,77,142,9,2025-03-19 13:07:58.366343,3603.6,720.72,2025-03
183,613,213,9,2024-12-15 04:29:48.233269,1161.45,232.29000000000002,2024-12
184,363,4,4,2025-10-16 20:10:05.851278,451.84,90.368,2025-10
185,388,477,9,2025-07-09 02:30:46.501378,4342.139999999999,868.4279999999999,2025-07
186,101,275,6,2025-02-19 11:22:41.576605,1272.54,254.508,2025-02
187,419,353,3,2025-09-10 03:29:57.576020,917.8799999999999,183.576,2025-09
188,4,286,6,2025-01-04 18:04:54.335341,1799.46,359.89200000000005,2025-01
189,40,410,6,2025-05-09 12:37:47.408873,2070.54,414.108,2025-05
190,395,262,2,2025-01-17 23:33:08.631091,359.1,71.82000000000001,2025-01
191,308,344,1,2024-12-07 00:59:21.683400,384.01,76.802,2024-12
192,180,380,8,2025-02-25 01:25:00.345211,1303.84,260.768,2025-02
193,463,405,3,2025-04-13 01:13:44.252504,1059.27,211.854,2025-04
194,200,43,2,2025-06-23 23:43:03.318418,24.78,4.956,2025-06
195,97,412,2,2025-03-20 11:02:23.965121,996.06,199.212,2025-03
196,323,155,5,2025-01-15 08:25:38.916475,1828.95,365.79,2025-01
197,680,219,2,2025-06-09 12:26:50.352769,63.08,12.616,2025-06
198,907,51,3,2025-06-06 04:42:11.567528,628.05,125.61,2025-06
199,229,452,5,2025-07-16 17:23:43.309693,459.5,91.9,2025-07
200,792,71,2,2025-08-23 16:16:57.870880,816.74,163.348,2025-08
201,225,389,9,2024-12-14 11:28:30.461164,1073.79,214.758,2024-12
202,788,394,2,2024-11-12 15:41:20.817498,168.1,33.62,2024-11
203,468,119,9,2025-08-24 05:44:35.857875,3283.65,656.73,2025-08
204,856,218,7,2025-07-02 01:40:14.507760,2919.77,583.9540000000001,2025-07
205,102,474,5,2025-04-09 21:53:10.154392,799.6500000000001,159.93000000000004,2025-04
206,488,134,8,2025-09-12 23:16:06.597334,1336.88,267.37600000000003,2025-09
207,391,342,1,2025-08-31 14:51:14.683569,414.77,82.95400000000001,2025-08
208,975,160,9,2025-06-10 01:01:14.703533,4003.0199999999995,800.6039999999999,2025-06
209,762,220,8,2025-07-10 07:54:37.172950,2235.36,447.07200000000006,2025-07
210,789,378,9,2025-02-11 17:21:13.944106,4094.28,818.8560000000001,2025-02
211,175,200,3,2025-08-11 12:53:13.628109,879.72,175.94400000000002,2025-08
212,524,482,9,2025-08-10 20:47:35.561711,1971.36,394.272,2025-08
213,419,87,4,2025-07-07 17:25:38.255299,1764.52,352.904,2025-07
214,185,57,3,2025-04-19 05:22:26.023978,1460.52,292.104,2025-04
215,575,165,8,2025-06-23 15:13:10.530595,181.44,36.288000000000004,2025-06
216,605,233,8,2025-09-10 11:14:41.289490,1139.84,227.968,2025-09
217,957,7,3,2024-12-15 07:09:45.114470,446.76,89.352,2024-12
218,737,417,5,2025-06-16 22:41:44.072588,1380.8500000000001,276.17,2025-06
219,984,269,9,2025-09-28 18:18:04.327837,1243.44,248.68800000000002,2025-09
220,943,266,5,2025-04-19 20:25:44.984764,1034.65,206.93000000000004,2025-04
221,289,434,9,2025-08-14 09:43:00.815177,3220.0199999999995,644.0039999999999,2025-08
222,786,46,4,2025-08-13 11:51:08.809151,442.44,88.488,2025-08
223,208,50,9,2025-03-28 16:15:18.924540,710.5500000000001,142.11,2025-03
224,58,204,8,2025-01-08 15:55:25.498371,563.12,112.62400000000001,2025-01
225,39,59,1,2025-02-02 00:35:36.238685,290.84,58.168,2025-02
226,412,243,1,2025-09-22 19:28:59.446003,135.64,27.128,2025-09
227,986,463,1,2025-05-30 01:44:12.465289,141.9,28.380000000000003,2025-05
228,283,177,1,2025-03-19 21:14:17.774254,450.53,90.106,2025-03
229,254,323,7,2025-01-24 11:36:10.150119,2654.33,530.866,2025-01
230,963,101,6,2024-12-06 23:52:56.578934,1525.56,305.112,2024-12
231,63,369,7,2025-11-05 23:59:02.589954,461.92999999999995,92.386,2025-11
232,325,321,5,2025-10-05 23:55:28.895405,915.5500000000001,183.11,2025-10
233,216,452,5,2025-06-09 17:52:46.400008,459.5,91.9,2025-06
234,906,178,2,2024-12-30 06:35:41.827721,39.8,7.96,2024-12
235,718,68,1,2024-12-27 22:18:49.740551,178.39,35.678,2024-12
236,945,71,9,2025-09-05 21:21:28.149359,3675.33,735.066,2025-09
237,725,231,2,2025-07-04 21:45:16.757790,338.94,67.788,2025-07
238,900,98,3,2025-06-15 17:13:56.698829,1491.33,298.266,2025-06
239,519,416,8,2025-11-03 22:32:41.853032,3932.56,786.5120000000001,2025-11
240,324,407,6,2025-06-20 08:04:21.826165,986.1600000000001,197.23200000000003,2025-06
241,484,343,6,2025-05-05 01:17:11.692415,1418.6399999999999,283.728,2025-05
242,149,79,7,2025-09-22 12:08:27.303754,1996.33,399.266,2025-09
243,250,380,4,2025-01-12 04:31:58.859395,651.92,130.384,2025-01
244,846,306,6,2025-06-14 11:43:24.442839,1489.68,297.93600000000004,2025-06
245,837,58,9,2025-07-16 08:21:45.850957,1515.69,303.13800000000003,2025-07
246,607,362,4,2025-07-25 12:07:24.845152,1110.92,222.18400000000003,2025-07
247,922,37,7,2025-06-03 23:58:34.881461,2618.56,523.712,2025-06
248,746,70,2,2024-12-08 15:46:34.383696,306.88,61.376000000000005,2024-12
249,113,61,7,2025-03-24 00:53:01.571756,3406.48,681.296,2025-03
250,745,177,4,2025-07-31 13:52:55.362605,1802.12,360.424,2025-07
251,623,490,5,2025-07-09 12:54:26.003773,2324.35,464.87,2025-07
252,823,458,1,2025-10-03 14:09:46.924418,34.72,6.944,2025-10
253,288,76,7,2025-09-18 20:05:29.493863,3314.92,662.984,2025-09
254,655,442,6,2025-08-27 11:48:16.671664,1217.82,243.564,2025-08
255,270,36,3,2025-10-05 14:52:53.458883,592.3199999999999,118.464,2025-10
256,477,494,5,2025-03-07 20:35:57.532211,642.0999999999999,128.42,2025-03
257,834,413,3,2025-09-20 15:48:07.278492,710.4000000000001,142.08,2025-09
258,482,231,6,2025-01-06 08:44:19.485207,1016.8199999999999,203.364,2025-01
259,324,327,8,2025-06-11 02:53:58.236919,3866.4,773.2800000000001,2025-06
260,548,76,4,2025-11-03 17:09:41.039609,1894.24,378.848,2025-11
261,894,45,5,2025-04-15 17:18:52.619662,1926.15,385.23,2025-04
262,904,402,7,2025-01-28 00:36:04.983910,845.6700000000001,169.13400000000001,2025-01
263,855,296,6,2025-04-30 14:14:43.202626,1817.58,363.516,2025-04
264,430,65,3,2024-12-09 06:39:59.484704,1035.84,207.168,2024-12
265,579,2,3,2025-05-28 02:47:47.002329,1022.4000000000001,204.48000000000002,2025-05
266,687,430,9,2025-07-27 00:56:05.222202,1238.94,247.788,2025-07
267,48,299,2,2025-04-06 16:31:30.155154,368.42,73.68400000000001,2025-04
268,485,383,5,2024-12-26 19:32:05.344339,1220.95,244.19000000000003,2024-12
269,370,201,1,2025-07-09 10:58:28.894935,279.63,55.926,2025-07
270,199,439,2,2025-02-13 00:40:59.357470,217.18,43.43600000000001,2025-02
271,453,429,7,2025-10-16 22:11:45.898762,3126.5499999999997,625.31,2025-10
272,538,287,3,2025-11-03 18:12:31.022200,182.43,36.486000000000004,2025-11
273,214,431,3,2025-02-15 20:57:56.724849,748.3199999999999,149.664,2025-02
274,953,153,6,2024-11-27 10:40:19.391948,1151.28,230.256,2024-11
275,763,480,7,2025-05-04 02:45:33.925287,3468.4300000000003,693.6860000000001,2025-05
276,145,301,9,2025-10-13 17:27:57.184663,3973.9500000000003,794.7900000000001,2025-10
277,454,296,1,2025-02-14 19:34:45.683622,302.93,60.586000000000006,2025-02
278,781,271,6,2024-12-17 21:57:10.989957,2504.64,500.928,2024-12
279,765,304,4,2024-11-07 22:59:34.145416,943.16,188.632,2024-11
280,708,309,9,2025-10-04 02:09:46.753783,3875.04,775.008,2025-10
281,324,145,9,2025-05-16 18:30:12.305835,1829.61,365.922,2025-05
282,190,165,7,2025-06-22 17:38:04.314875,158.76,31.752,2025-06
283,309,188,7,2025-10-29 17:27:14.690932,2543.17,508.634,2025-10
284,224,318,6,2025-01-18 07:14:41.911361,223.86,44.772000000000006,2025-01
285,773,424,5,2025-05-23 08:40:34.018090,551.25,110.25,2025-05
286,705,35,2,2025-05-07 23:33:17.112981,550.26,110.052,2025-05
287,408,436,2,2025-10-30 02:57:10.540858,880.46,176.092,2025-10
288,508,357,8,2025-05-14 14:00:33.844592,1774.64,354.92800000000005,2025-05
289,885,303,1,2025-04-04 19:36:46.813872,185.17,37.034,2025-04
290,526,370,3,2025-05-30 08:54:07.476890,1111.08,222.216,2025-05
291,476,445,2,2025-05-24 13:17:01.411788,436.38,87.27600000000001,2025-05
292,237,107,5,2025-02-27 07:00:24.038415,1160.85,232.17,2025-02
293,452,101,2,2025-07-15 05:02:24.301764,508.52,101.70400000000001,2025-07
294,767,271,6,2025-02-06 04:38:14.934344,2504.64,500.928,2025-02
295,203,484,1,2025-10-16 19:35:42.974714,323.83,64.766,2025-10
296,636,464,7,2025-07-22 08:45:12.734009,1068.0600000000002,213.61200000000005,2025-07
297,747,253,4,2025-07-08 21:00:41.677824,1437.2,287.44,2025-07
298,175,304,7,2025-10-08 12:19:16.641516,1650.53,330.106,2025-10
299,709,35,4,2025-02-17 19:39:54.143652,1100.52,220.104,2025-02
300,433,214,3,2024-12-09 10:31:35.626952,966.0899999999999,193.218,2024-12
301,333,261,1,2025-01-14 06:25:42.549192,11.87,2.374,2025-01
302,793,34,3,2025-08-16 04:46:44.155767,469.56000000000006,93.91200000000002,2025-08
303,164,22,5,2025-07-13 13:45:04.571236,218.95,43.79,2025-07
304,790,464,9,2025-02-23 15:13:19.607892,1373.22,274.644,2025-02
305,822,246,2,2025-02-22 21:18:55.564795,139.18,27.836000000000002,2025-02
306,189,282,3,2025-01-15 05:26:34.278259,180.57,36.114,2025-01
307,484,156,8,2024-11-28 18:05:39.907614,3815.36,763.0720000000001,2024-11
308,442,125,7,2025-07-28 23:27:57.003877,735.49,147.098,2025-07
309,771,187,2,2025-10-30 05:53:50.457453,242.98,48.596000000000004,2025-10
310,952,127,2,2025-10-18 19:17:26.654928,920.26,184.05200000000002,2025-10
311,778,451,8,2025-08-26 17:14:13.693851,1297.2,259.44,2025-08
312,869,463,5,2025-06-16 03:43:25.438497,709.5,141.9,2025-06
313,704,245,3,2024-12-14 09:07:37.246400,497.04,99.40800000000002,2024-12
314,849,148,6,2025-10-27 06:21:41.691155,1978.56,395.712,2025-10
315,143,343,5,2025-09-24 11:23:14.586608,1182.2,236.44000000000003,2025-09
316,9,115,9,2025-05-04 23:07:51.221003,2498.04,499.608,2025-05
317,202,226,1,2025-04-07 14:31:33.950639,346.77,69.354,2025-04
318,732,348,8,2024-11-10 06:34:54.441525,1216.16,243.23200000000003,2024-11
319,124,464,2,2024-11-23 15:54:32.076496,305.16,61.03200000000001,2024-11
320,228,437,7,2025-03-22 18:20:28.244663,2128.49,425.698,2025-03
321,815,311,9,2025-03-15 16:14:29.959261,1912.41,382.482,2025-03
322,956,279,6,2024-12-24 03:45:23.796061,382.79999999999995,76.55999999999999,2024-12
323,529,146,7,2025-01-21 15:03:41.980461,1721.79,344.358,2025-01
324,753,88,5,2025-08-21 17:25:15.347820,1444.3000000000002,288.86000000000007,2025-08
325,758,299,3,2025-08-02 08:45:11.123112,552.63,110.52600000000001,2025-08
326,389,387,9,2025-07-27 17:17:42.492652,1013.49,202.698,2025-07
327,635,297,6,2025-10-17 00:21:22.200385,2807.58,561.516,2025-10
328,300,367,2,2024-11-20 08:44:23.386970,112.92,22.584000000000003,2024-11
329,318,491,5,2025-03-27 15:50:44.858510,805.95,161.19000000000003,2025-03
330,685,450,2,2025-10-08 21:28:48.216981,652.98,130.596,2025-10
331,719,157,3,2024-11-19 13:32:41.791851,827.76,165.55200000000002,2024-11
332,7,157,8,2025-06-06 06:09:47.529033,2207.36,441.47200000000004,2025-06
333,293,477,9,2024-12-14 18:58:39.547055,4342.139999999999,868.4279999999999,2024-12
334,74,300,9,2025-06-13 21:59:58.317121,1882.44,376.48800000000006,2025-06
335,627,190,3,2025-04-11 17:55:58.080072,53.88,10.776000000000002,2025-04
336,532,387,4,2025-09-10 07:14:46.593994,450.44,90.08800000000001,2025-09
337,154,415,2,2025-01-13 00:42:21.072901,896.38,179.276,2025-01
338,413,72,1,2025-10-23 04:34:57.054128,308.33,61.666,2025-10
339,338,390,2,2025-03-14 04:08:38.748794,683.08,136.616,2025-03
340,174,62,3,2025-06-27 15:21:53.296341,1151.79,230.358,2025-06
341,518,320,4,2025-09-13 12:44:13.647555,1052.64,210.52800000000002,2025-09
342,419,493,8,2025-09-16 04:18:58.950619,2887.04,577.408,2025-09
343,781,348,7,2025-05-22 18:12:58.784236,1064.14,212.82800000000003,2025-05
344,487,289,8,2025-04-20 06:18:48.328664,2761.44,552.288,2025-04
345,582,109,6,2025-07-16 00:02:05.761207,521.16,104.232,2025-07
346,607,450,5,2025-10-18 15:39:52.182797,1632.45,326.49,2025-10
347,437,383,8,2025-05-30 10:45:35.188797,1953.52,390.704,2025-05
348,648,402,8,2025-02-22 16:41:07.812974,966.48,193.29600000000002,2025-02
349,307,299,5,2025-01-30 14:59:40.519305,921.0500000000001,184.21000000000004,2025-01
350,294,143,9,2025-01-07 18:14:44.860158,3263.22,652.644,2025-01
